Time	texts
67:37:00	you've -- if it's been under 90 days.
67:40:00	But that's already the law and that doesn't help the millions of people out there with
67:45:00	preexisting conditions. There's a reason why Governor Romney set up the plan that he did
67:50:00	in Massachusetts. It wasn't a government takeover of health care. It was the largest expansion
67:55:00	of private insurance. But what it does say is that "insurers, you've got to take everybody."
68:02:00	Now, that also means that you've got more customers. But when -- when Governor Romney
68:07:00	says that he'll replace it with something, but can't detail how it will be in fact replaced
68:14:00	and the reason he set up the system he did in Massachusetts was because there isn't a
68:19:00	better way of dealing with the preexisting conditions problem.
68:23:00	OBAMA: It just reminds me of, you know, he says that he's going to close deductions and
68:27:00	loopholes for his tax plan. That's how it's going to be paid for, but we don't know the
68:31:00	details. He says that he's going to replace Dodd-Frank, Wall Street reform, but we don't
68:39:00	know exactly which ones. He won't tell us. He now says he's going to replace Obamacare
68:44:00	and ensure that all the good things that are in it are going to be in there and you don't
68:48:00	have to worry.
68:50:00	And at some point, I think the American people have to ask themselves, is the reason that
68:54:00	Governor Romney is keeping all these plans to replace secret because they're too good?
69:02:00	Is it -- is it because that somehow middle-class families are going to benefit too much from
69:06:00	them?
69:07:00	No. The reason is, is because, when we reform Wall Street, when we tackle the problem of
69:14:00	pre-existing conditions, then, you know, these are tough problems and we've got to make choices.
69:20:00	And the choices we've made have been ones that ultimately are benefiting middle-class
69:24:00	families all across the country.
69:25:00	LEHRER: We're going to move to...
69:26:00	ROMNEY: No. I -- I have to respond to that.
69:27:00	LEHRER: No, but...
69:28:00	ROMNEY: Which is -- which is my experience as a governor is if I come in and -- and lay
69:33:00	down a piece of legislation and say, "It's my way or the highway," I don't get a lot
69:37:00	done. What I do is the same way that Tip O'Neill and Ronald Reagan worked together some years
69:41:00	ago. When Ronald Reagan ran for office, he laid out the principles that he was going
69:47:00	to foster. He said he was going to lower tax rates. He said he was going to broaden the
69:51:00	base. You've said the same thing, you're going to simplify the tax code, broaden the base.
69:55:00	Those are my principles. I want to bring down the tax burden on middle-income families.
69:59:00	And I'm going to work together with Congress to say, OK, what -- what are the various ways
70:03:00	we could bring down deductions, for instance? One way, for instance, would be to have a
70:06:00	single number. Make up a number, $25,000, $50,000. Anybody can have deductions up to
70:12:00	that amount. And then that number disappears for high-income people. That's one way one
70:16:00	could do it. One could follow Bowles-Simpson as a model and take deduction by deduction
70:21:00	and make differences that way. There are alternatives to accomplish the objective I have, which
70:26:00	is to bring down rates, broaden the base, simplify the code, and create incentives for
70:32:00	growth. And with regards to health care, you had remarkable details with regards to my
70:36:00	pre-existing condition plan. You obviously studied up on -- on my plan. In fact, I do
70:41:00	have a plan that deals with people with pre-existing conditions. That's part of my health care
70:45:00	plan. And what we did in Massachusetts is a model for the nation state by state. And
70:51:00	I said that at that time.
70:52:00	The federal government taking over health care for the entire nation and whisking aside
70:57:00	the 10th Amendment, which gives states the rights for these kinds of things, is not the
71:01:00	course for America to have a stronger, more vibrant economy.
71:04:00	LEHRER: That is a terrific segue to our next segment, and is the role of government. And
71:13:00	-- and let's see. Role of government. And it is -- you are first on this, Mr. President.
71:19:00	And the question is this. Do you believe, both of you -- but you had the first two minutes
71:25:00	on this, Mr. President -- do you believe there's a fundamental difference between the two of
71:29:00	you as to how you view the mission of the federal government?
71:34:00	OBAMA: Well, I definitely think there are differences.
71:38:00	LEHRER: And do you -- yeah.
71:39:00	OBAMA: The first role of the federal government is to keep the American people safe. That's
71:43:00	its most basic function. And as commander-in-chief, that is something that I've worked on and
71:52:00	thought about every single day that I've been in the Oval Office.
71:56:00	But I also believe that government has the capacity, the federal government has the capacity
72:03:00	to help open up opportunity and create ladders of opportunity and to create frameworks where
72:08:00	the American people can succeed.
72:10:00	Look, the genius of America is the free enterprise system and freedom and the fact that people
72:16:00	can go out there and start a business, work on an idea, make their own decisions.
72:22:00	OBAMA: But as Abraham Lincoln understood, there are also some things we do better together.
72:28:00	So, in the middle of the Civil War, Abraham Lincoln said, let's help to finance the Transcontinental
72:34:00	Railroad, let's start the National Academy of Sciences, let's start land grant colleges,
72:43:00	because we want to give these gateways of opportunity for all Americans, because if
72:49:00	all Americans are getting opportunity, we're all going to be better off. That doesn't restrict
72:53:00	people's freedom. That enhances it.
72:56:00	And so what I've tried to do as president is to apply those same principles.
73:01:00	And when it comes to education what I've said is we've got to reform schools that are not
73:07:00	working. We use something called Race to the Top. Wasn't a top-down approach, Governor.
73:11:00	What we've said is to states, we'll give you more money if you initiate reforms. And as
73:17:00	a consequence, you had 46 states around the country who have made a real difference.
73:22:00	But what I've also said is let's hire another 100,000 math and science teachers to make
73:27:00	sure we maintain our technological lead and our people are skilled and able to succeed.
73:33:00	And hard-pressed states right now can't all do that. In fact we've seen layoffs of hundreds
73:39:00	of thousands of teachers over the last several years, and Governor Romney doesn't think we
73:44:00	need more teachers. I do, because I think that that is the kind of investment where
73:49:00	the federal government can help.
73:50:00	It can't do it all, but it can make a difference. And as a consequence we'll have a better trained
73:56:00	workforce and that will create jobs because companies want to locate in places where we've
74:00:00	got a skilled workforce.
74:01:00	LEHRER: Two minutes, Governor, on the role of government. Your view?
74:04:00	ROMNEY: Well, first, I love great schools. Massachusetts, our schools are ranked number
74:08:00	one of all 50 states. And the key to great schools, great teachers.
74:12:00	So I reject the idea that I don't believe in great teachers or more teachers. Every
74:16:00	school district, every state should make that decision on their own.
74:19:00	The role of government: Look behind us. The Constitution and the Declaration of Independence.
74:25:00	The role of government is to promote and protect the principles of those documents.
74:31:00	ROMNEY: First, life and liberty. We have a responsibility to protect the lives and liberties
74:37:00	of our people, and that means a military second to none. I do not believe in cutting our military.
74:42:00	I believe in maintaining the strength of America's military.
74:45:00	Second, in that line that says we are endowed by our creator with our rights, I believe
74:51:00	we must maintain our commitment to religious tolerance and freedom in this country. That
74:57:00	statement also says that we are endowed by our creator with the right to pursue happiness
75:02:00	as we choose. I interpret that as, one, making sure that those people who are less fortunate
75:06:00	and can't care for themselves are cared by -- by one another.
75:09:00	We're a nation that believes that we're all children of the same god and we care for those
75:14:00	that have difficulties, those that are elderly and have problems and challenges, those that
75:18:00	are disabled. We care for them. And we -- we look for discovery and innovation, all these
75:22:00	things desired out of the American heart to provide the pursuit of happiness for our citizens.
75:29:00	But we also believe in maintaining for individuals the right to pursue their dreams and not to
75:34:00	have the government substitute itself for the rights of free individuals. And what we're
75:39:00	seeing right now is, in my view, a -- a trickle-down government approach, which has government
75:45:00	thinking it can do a better job than free people pursuing their dreams. And it's not
75:48:00	working.
75:50:00	And the proof of that is 23 million people out of work. The proof of that is 1 out of
75:53:00	6 people in poverty. The proof of that is we've gone from 32 million on food stamps
75:58:00	to 47 million on food stamps. The proof of that is that 50 percent of college graduates
76:04:00	this year can't find work.
76:05:00	LEHRER: All right.
76:06:00	ROMNEY: We know that the path we're taking is not working. It's time for a new path.
76:10:00	LEHRER: All right. Let's go through some specifics in terms of what -- how each of you views
76:14:00	the role of government. How do -- education. Does the federal government have a responsibility
76:20:00	to improve the quality of public education in America?
76:23:00	ROMNEY: Well, the primary responsibility for education is -- is, of course, at the state
76:26:00	and local level. But the federal government also can play a very important role. And I
76:30:00	-- and I agree with Secretary Arne Duncan, he's -- some ideas he's put forward on Race
76:35:00	to the Top, not all of them, but some of them I agree with and -- and congratulate him for
76:38:00	pursuing that. The federal government can get local and -- and state schools to do a
76:42:00	better job.
76:43:00	My own view, by the way, is I've added to that. I happen to believe, I want the kids
76:48:00	that are getting federal dollars from IDEA or Title I -- these are disabled kids or -- or
76:53:00	or poor kids or -- or lower-income kids, rather, I want them to be able to go to the
76:58:00	school of their choice.
76:59:00	So all federal funds, instead of going to the -- to the state or to the school district,
77:04:00	I'd have go, if you will, follow the child and let the parent and the child decide where
77:08:00	to send their -- their -- their student.
77:09:00	LEHRER: How do you see the federal government's responsibility to, as I say, to improve the
77:14:00	quality of public education in this country?
77:16:00	OBAMA: Well, as I've indicated, I think that it has a significant role to play. Through
77:21:00	our Race to the Top program, we've worked with Republican and Democratic governors to
77:25:00	initiate major reforms, and they're having an impact right now.
77:28:00	LEHRER: Do you think you have a difference with your views and -- and those of Governor
77:32:00	Romney on -- about education and the federal government?
77:34:00	OBAMA: You know, this is where budgets matter, because budgets reflect choices. So when Governor
77:41:00	Romney indicates that he wants to cut taxes and potentially benefit folks like me and
77:49:00	him, and to pay for it we're having to initiate significant cuts in federal support for education,
77:58:00	that makes a difference.
77:59:00	You know, his -- his running mate, Congressman Ryan, put forward a budget that reflects many
78:05:00	of the principles that Governor Romney's talked about. And it wasn't very detailed. This seems
78:11:00	to be a trend. But -- but what it did do is to -- if you extrapolated how much money we're
78:16:00	talking about, you'd look at cutting the education budget by up to 20 percent.
78:21:00	OBAMA: When it comes to community colleges, we are seeing great work done out there all
78:28:00	over the country because we have the opportunity to train people for jobs that exist right
78:32:00	now. And one of the things I suspect Governor Romney and I probably agree on is getting
78:36:00	businesses to work with community colleges so that they're setting up their training
78:40:00	programs...
78:40:00	LEHRER: Do you -- do you agree, Governor?
78:43:00	OBAMA: Let me just finish the point.
78:46:00	(CROSSTALK)
78:46:00	OBAMA: The -- where they're partnering so that they're designing training programs.
78:54:00	And people who are going through them know that there's a job waiting for them if they
78:57:00	complete it. That makes a big difference, but that requires some federal support.
79:01:00	Let me just say one final example. When it comes to making college affordable, whether
79:08:00	it's two-year or four-year, one of the things that I did as president was we were sending
79:12:00	$60 billion to banks and lenders as middlemen for the student loan program, even though
79:19:00	the loans were guaranteed. So there was no risk for the banks or the lenders, but they
79:23:00	were taking billions out of the system.
79:25:00	And we said, "Why not cut out the middleman?" And as a consequence, what we've been able
79:29:00	to do is to provide millions more students assistance, lower or keep low interest rates
79:37:00	on student loans. And this is an example of where our priorities make a difference.
79:43:00	Governor Romney, I genuinely believe cares about education, but when he tells a student
79:49:00	that, you know, "you should borrow money from your parents to go to college," you know,
79:55:00	that indicates the degree to which, you know, there may not be as much of a focus on the
80:01:00	fact that folks like myself, folks like Michelle, kids probably who attend University of Denver,
80:07:00	just don't have that option.
80:08:00	And for us to be able to make sure that they've got that opportunity and they can walk through
80:13:00	that door, that is vitally important not just to those kids. It's how we're going to grow
80:18:00	this economy over the long term.
80:19:00	LEHRER: We're running out of time, gentlemen.
80:22:00	(CROSSTALK) LEHRER: Governor?
80:23:00	ROMNEY: Mr. President, Mr. President, you're entitled as the president to your own airplane
80:27:00	and to your own house, but not to your own facts. All right, I'm not going to cut education
80:31:00	funding. I don't have any plan to cut education funding and -- and grants that go to people
80:36:00	going to college. I'm planning on (inaudible) to grow. So I'm not planning on making changes
80:40:00	there.
80:40:00	But you make a very good point, which is that the place you put your money just makes a
80:45:00	pretty clear indication of where your heart is. You put $90 billion into -- into green
80:51:00	jobs. And I -- look, I'm all in favor of green energy. $90 billion, that would have -- that
80:56:00	would have hired 2 million teachers. $90 billion.
81:01:00	And these businesses, many of them have gone out of business, I think about half of them,
81:05:00	of the ones have been invested in have gone out of business. A number of them happened
81:08:00	to be owned by people who were contributors to your campaigns.
81:11:00	Look, the right course for America's government, we were talking about the role of government,
81:16:00	is not to become the economic player, picking winners and losers, telling people what kind
81:21:00	of health treatment they can receive, taking over the health care system that has existed
81:27:00	in this country for a long, long time and has produced the best health records in the
81:32:00	world.
81:32:00	The right answer for government is say, How do we make the private sector become more
81:36:00	efficient and more effective? How do we get schools to be more competitive? Let's grade
81:40:00	them. I propose we grade our schools so parents know which schools are succeeding and failing,
81:45:00	so they can take their child to a -- to a school that he's being more successful.
81:48:00	I don't want to cut our commitment to education. I wanted to make it more effective and efficient.
81:54:00	And by the way, I've had that experience. I don't just talk about it. I've been there.
81:59:00	Massachusetts schools are ranked number one in the nation. This is not because I didn't
82:03:00	have commitment to education. It's because I care about education for all of our kids.
82:09:00	LEHRER: All right, gentlemen...
82:10:00	(CROSSTALK)
82:10:00	LEHRER: Excuse me (inaudible). Excuse me, sir. We've got -- we've got -- barely have
82:13:00	three minutes left. I'm not going to grade the two of you and say your answers have been
82:18:00	too long or I've done a poor job.
82:21:00	OBAMA: You've done a great job.
82:22:00	LEHRER: Oh, well, no. But the fact is government -- the role of government and governing, we've
82:27:00	lost a pod in other words. So we only have three -- three minutes left in the -- in the
82:34:00	debate before we go to your closing statements. And so I want to ask finally here, and remember,
82:41:00	we've got three minutes total time here -- and the question is this. Many of the legislative
82:47:00	functions of the federal government right now are in a state of paralysis as a result
82:53:00	of partisan gridlock. If elected, in your case, if re-elected, in your case, what would
82:59:00	you do about that?
83:00:00	Governor?
83:01:00	ROMNEY: Jim, I had the great experience -- it didn't seem like it at the time -- of being
83:05:00	elected in a state where my legislature was 87 percent Democrat. And that meant I figured
83:10:00	out from day one I had to get along and I had to work across the aisle to get anything
83:14:00	done. We drove our schools to be number one in the nation. We cut taxes 19 times.
83:19:00	LEHRER: But what would you do as president?
83:19:00	ROMNEY: We -- as president, I will sit on day one -- actually, the day after I get elected
83:24:00	-- I'll sit down with leaders -- the Democratic leaders, as well as Republican leaders, and
83:29:00	continue -- as we did in my state -- we met every Monday for a couple hours, talked about
83:32:00	the issues and the challenges in the -- in the -- in our state in that case. We have
83:36:00	to work on a collaborative basis, not because we're going to compromise our principle, but
83:41:00	because there's common ground.
83:43:00	And the challenges America faces right now -- look, the reason I'm in this race is there
83:47:00	are people that are really hurting today in this country. And we face -- this deficit
83:51:00	could crush the future generations. What's happening in the Middle East, there are developments
83:56:00	around the world that are of real concern.
83:58:00	LEHRER: All right.
83:59:00	ROMNEY: And Republicans and Democrats both love America. But we need to have leadership
84:04:00	leadership in Washington that will actually bring people together and get the job done
84:09:00	and could not care less if -- if it's a Republican or a Democrat. I've done it before. I'll do
84:14:00	it again.
84:15:00	LEHRER: Mr. President?
84:16:00	OBAMA: Well, first of all, I think Governor Romney's going to have a busy first day, because
84:18:00	he's also going to repeal Obamacare, which will not be very popular among Democrats as
84:22:00	you're sitting down with them.
84:24:00	(LAUGHTER)
84:26:00	But, look, my philosophy has been, I will take ideas from anybody, Democrat or Republican,
84:33:00	as long as they're advancing the cause of making middle-class families stronger and
84:37:00	giving ladders of opportunity to the middle class. That's how we cut taxes for middle-
84:41:00	class families and small businesses. That's how we cut a trillion dollars of spending
84:45:00	that wasn't advancing that cause. That's how we signed three trade deals into law that
84:50:00	are helping us to double our exports and sell more American products around the world. That's
84:55:00	how we repealed "don't ask/don't tell." That's how we ended the war in Iraq, as I promised,
85:00:00	and that's how we're going to wind down the war in Afghanistan. That's how we went after
85:04:00	Al Qaida and bin Laden.
85:06:00	So we've -- we've seen progress even under Republican control of the House of Representatives.
85:12:00	But, ultimately, part of being principled, part of being a leader is, A, being able to
85:18:00	describe exactly what it is that you intend to do, not just saying, "I'll sit down," but
85:23:00	you have to have a plan.
85:25:00	Number two, what's important is occasionally you've got to say no, to -- to -- to folks
85:31:00	both in your own party and in the other party. And, you know, yes, have we had some fights
85:36:00	between me and the Republicans when -- when they fought back against us reining in the
85:40:00	excesses of Wall Street? Absolutely, because that was a fight that needed to be had.
85:44:00	When -- when we were fighting about whether or not we were going to make sure that Americans
85:49:00	had more security with their health insurance and they said no, yes, that was a fight that
85:53:00	we needed to have.
85:54:00	LEHRER: All right
85:55:00	OBAMA: And so part of leadership and governing is both saying what it is that you are for,
86:01:00	but also being willing to say no to some things. And I've got to tell you, Governor Romney,
86:05:00	when it comes to his own party during the course of this campaign, has not displayed
86:09:00	that willingness to say no to some of the more extreme parts of his party.
86:13:00	LEHRER: That brings us to closing statements. It was a coin toss. Governor Romney, you won
86:19:00	the toss and you elected to go last, so you have a closing two minutes, Mr. President.
86:25:00	OBAMA: Well, Jim, I want to thank you, and I want to thank Governor Romney, because I
86:28:00	think was a terrific debate, and I very much appreciate it. And I want to thank the University
86:34:00	of Denver.
86:36:00	You know, four years ago, we were going through a major crisis. And yet my faith and confidence
86:46:00	in the American future is undiminished. And the reason is because of its people, because
86:53:00	of the woman I met in North Carolina who decided at 55 to go back to school because she wanted
86:58:00	to inspire her daughter and now has a job from that new training that she's gotten;
87:02:00	because a company in Minnesota who was willing to give up salaries and perks for their executives
87:08:00	to make sure that they didn't lay off workers during a recession.
87:11:00	The auto workers that you meet in Toledo or Detroit take such pride in building the best
87:17:00	cars in the world, not just because of a paycheck, but because it gives them that sense of pride,
87:23:00	that they're helping to build America. And so the question now is how do we build on
87:27:00	those strengths. And everything that I've tried to do, and everything that I'm now proposing
87:31:00	for the next four years in terms of improving our education system or developing American
87:35:00	energy or making sure that we're closing loopholes for companies that are shipping jobs overseas
87:40:00	and focusing on small businesses and companies that are creating jobs here in the United
87:44:00	States, or closing our deficit in a responsible, balanced way that allows us to invest in our
87:49:00	future.
87:50:00	All those things are designed to make sure that the American people, their genius, their
87:56:00	grit, their determination, is -- is channeled and -- and they have an opportunity to succeed.
88:04:00	And everybody's getting a fair shot. And everybody's getting a fair share -- everybody's doing
88:08:00	a fair share, and everybody's playing by the same rules.
88:11:00	You know, four years ago, I said that I'm not a perfect man and I wouldn't be a perfect
88:17:00	president. And that's probably a promise that Governor Romney thinks I've kept. But I also
88:22:00	promised that I'd fight every single day on behalf of the American people, the middle
88:27:00	class, and all those who were striving to get into the middle class. I've kept that
88:30:00	promise and if you'll vote for me, then I promise I'll fight just as hard in a second
88:36:00	term.
88:36:00	LEHRER: Governor Romney, your two-minute closing.
88:38:00	ROMNEY: Thank you, Jim, and Mr. President. And thank you for tuning in this evening.
88:43:00	This is a -- this is an important election and I'm concerned about America. I'm concerned
88:47:00	about the direction America has been taking over the last four years.
88:51:00	I -- I know this is bigger than an election about the two of us as individuals. It's bigger
88:57:00	than our respective parties. It's an election about the course of America. What kind of
89:01:00	America do you want to have for yourself and for your children.
89:05:00	And there really are two very different paths that we began speaking about this evening,
89:08:00	and over the course of this month we're going to have two more presidential debates and
89:11:00	a vice presidential debate. We're talk about those two paths.
89:14:00	But they lead in very different directions. And it's not just looking to our words that
89:18:00	you have to take in evidence of where they go. You can look at the record.
89:21:00	There's no question in my mind that if the president were to be reelected you'll continue
89:25:00	to see a middle-class squeeze with incomes going down and prices going up.
89:30:00	I'll get incomes up again.
89:32:00	You'll see chronic unemployment. We've had 43 straight months with unemployment above
89:36:00	8 percent.
89:37:00	If I'm president I will create -- help create 12 million new jobs in this country with rising
89:43:00	incomes.
89:43:00	If the president's reelected, Obamacare will be fully installed. In my view that's going
89:48:00	to mean a whole different way of life for people who counted on the insurance plan they
89:52:00	had in the past. Many will lose it. You're going to see health premiums go up by some
89:56:00	$2,500 per family.
89:59:00	If I'm elected we won't have Obama. We'll put in place the kind of principles that I
90:03:00	put in place in my own state and allow each state to craft their own programs to get people
90:07:00	insured and we'll focus on getting the cost of health care down.
90:11:00	If the president were to be reelected you're going to see a $716 billion cut to Medicare.
90:17:00	You'll have 4 million people who will lose Medicare Advantage. You'll have hospital and
90:21:00	providers that'll no longer accept Medicare patients.
90:24:00	I'll restore that $716 billion to Medicare.
90:28:00	And finally, military. The president's reelected you'll see dramatic cuts to our military.
90:33:00	The secretary of defense has said these would be even devastating.
90:36:00	I will not cut our commitment to our military. I will keep America strong and get America's
90:42:00	middle class working again.
90:43:00	Thank you, Jim.
90:44:00	LEHRER: Thank you, Governor.
90:45:00	Thank you, Mr. President.
90:46:00	The next debate will be the vice presidential event on Thursday, October 11th at Centre
90:52:00	College in Danville, Kentucky. For now, from the University of Denver, I'm Jim Lehrer.
90:57:00	Thank you, and good night.
